year,state name,region_1,age,sex_1,race,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1990,Florida,South,30,female,1,White,"Married, spouse present",NIU,,808,842,40,30,5285.0
1990,Pennsylvania,Northeast,41,female,1,White,"Married, spouse present",NIU,,338,800,39,40,11000.0
1990,California,West,52,female,3,Hispanic,Widowed,NIU,,796,120,52,37,35000.0
1990,Connecticut,Northeast,36,female,1,White,"Married, spouse present",No union coverage,,156,842,52,35,12100.0
1990,Texas,South,34,female,3,Hispanic,"Married, spouse present",NIU,,313,840,45,25,24000.0
1990,North Carolina,South,51,female,1,White,"Married, spouse present",NIU,,157,842,48,40,19000.0
1990,Illinois,Midwest,43,female,1,White,"Married, spouse present",NIU,,25,700,52,40,32000.0
1990,North Carolina,South,49,female,1,White,"Married, spouse present",NIU,,259,121,52,32,8000.0
1990,New Mexico,West,47,female,3,Hispanic,"Married, spouse present",NIU,,95,831,52,36,31000.0
1990,Oklahoma,South,27,female,1,White,"Married, spouse present",NIU,,375,711,52,40,30000.0
1990,New York,Northeast,56,female,3,Hispanic,"Married, spouse present",NIU,,157,842,52,35,42000.0
1990,Iowa,Midwest,28,female,1,White,"Married, spouse present",No union coverage,,889,100,52,25,9000.0
1990,New York,Northeast,48,female,4,Other,"Married, spouse present",NIU,,313,901,52,40,23920.0
1990,North Carolina,South,60,female,2,Black,Never mar,NIU,,799,100,52,40,8500.0
1990,Montana,West,47,female,1,White,"Married, spouse present",NIU,,435,641,52,32,15000.0
1990,Nevada,West,42,female,1,White,"Married, spouse present",NIU,,95,831,52,40,45000.0
1990,North Dakota,Midwest,45,female,1,White,"Married, spouse present",NIU,,156,842,52,48,30000.0
1990,Oregon,West,43,female,1,White,Divorced,NIU,,337,871,52,40,16714.0
1990,Michigan,Midwest,40,female,1,White,"Married, spouse present",NIU,,453,842,52,40,9000.0
1990,New York,Northeast,59,female,1,White,Divorced,NIU,,303,711,52,35,31000.0
1990,California,West,36,female,4,Other,"Married, spouse present",NIU,,313,762,39,40,12000.0
1990,Indiana,Midwest,37,female,1,White,Never mar,No union coverage,,157,842,52,40,31000.0
1990,Virginia,South,30,female,1,White,"Married, spouse present",NIU,,243,651,52,55,12675.0
1990,Arizona,West,43,female,1,White,Divorced,No union coverage,,365,601,52,40,12000.0
1990,Idaho,West,46,female,1,White,"Married, spouse present",NIU,,277,682,40,33,11000.0
1990,California,West,33,female,1,White,Divorced,NIU,,27,932,52,40,33000.0
1990,New Jersey,Northeast,30,female,1,White,"Married, spouse present",NIU,,435,641,14,25,2500.0
1990,Arkansas,South,42,female,1,White,Separated,No union coverage,,14,842,52,45,36000.0
1990,Colorado,West,29,female,1,White,Separated,No union coverage,,313,841,52,38,27000.0
1990,Pennsylvania,Northeast,29,female,1,White,Never mar,No union coverage,,156,842,52,50,13964.0
1990,Texas,South,37,female,3,Hispanic,"Married, spouse present",NIU,,276,642,52,40,10000.0
1990,California,West,28,female,4,Other,Separated,No union coverage,,447,832,10,40,2000.0
1990,Massachusetts,Northeast,32,female,1,White,"Married, spouse present",NIU,,445,820,52,35,20000.0
1990,North Carolina,South,37,female,2,Black,"Married, spouse present",NIU,,387,842,40,38,8000.0
1990,Michigan,Midwest,48,female,1,White,"Married, spouse present",NIU,,785,331,52,40,23500.0
1990,Minnesota,Midwest,25,female,1,White,Never mar,NIU,,178,841,26,30,60000.0
1990,Texas,South,32,female,2,Black,Never mar,NIU,,155,842,52,40,40000.0
1990,Texas,South,47,female,3,Hispanic,Divorced,No union coverage,,748,641,30,40,4139.0
1990,Texas,South,31,female,1,White,Never mar,No union coverage,,25,702,52,40,28000.0
1990,Hawaii,West,27,female,4,Other,Never mar,NIU,,23,700,52,50,28000.0
1990,Michigan,Midwest,31,female,1,White,Separated,NIU,,313,882,52,40,18000.0
1990,Ohio,Midwest,45,female,1,White,"Married, spouse present",NIU,,276,591,52,35,9000.0
1990,Ohio,Midwest,41,female,1,White,Divorced,NIU,,779,250,46,40,23204.0
1990,Ohio,Midwest,27,female,1,White,"Married, spouse present",NIU,,383,702,52,40,13500.0
1990,Massachusetts,Northeast,28,female,1,White,Never mar,No union coverage,,23,882,46,40,22000.0
1990,New Mexico,West,58,female,3,Hispanic,Divorced,NIU,,447,831,52,40,13000.0
1990,Texas,South,32,female,2,Black,Divorced,NIU,,315,322,52,40,16308.0
1990,Arkansas,South,40,female,2,Black,Separated,No union coverage,,174,871,52,40,20000.0
1990,Texas,South,26,female,1,White,Never mar,NIU,,19,591,52,50,21000.0
1990,South Carolina,South,44,female,1,White,"Married, spouse present",NIU,,259,541,52,40,42000.0
1990,Mississippi,South,55,female,2,Black,Separated,NIU,,468,862,39,35,7000.0
1990,Utah,West,37,female,1,White,"Married, spouse present",NIU,,304,921,52,40,17000.0
1990,Illinois,Midwest,45,female,1,White,"Married, spouse present",No union coverage,,319,712,52,40,9000.0
1990,Tennessee,South,30,female,1,White,"Married, spouse present",NIU,,744,151,52,40,8500.0
1990,Pennsylvania,Northeast,47,female,1,White,"Married, spouse present",NIU,,313,910,52,57,23000.0
1990,Minnesota,Midwest,37,female,1,White,"Married, spouse present",NIU,,95,831,52,36,24152.0
1990,Maryland,South,51,female,1,White,"Married, spouse present",Member of labor union,,348,910,52,36,19000.0
1990,Michigan,Midwest,36,female,1,White,Divorced,NIU,,777,300,30,40,7935.0
1990,New Jersey,Northeast,44,female,1,White,"Married, spouse present",NIU,,315,890,28,25,7500.0
1990,California,West,34,female,1,White,Divorced,NIU,,234,711,52,40,50000.0
1990,Illinois,Midwest,62,female,1,White,Widowed,NIU,,406,761,52,50,3500.0
1990,Arkansas,South,59,female,1,White,"Married, spouse present",NIU,,883,102,51,40,8000.0
1990,Texas,South,52,female,3,Hispanic,"Married, spouse present",NIU,,448,722,52,40,14000.0
1990,Rhode Island,Northeast,46,female,3,Hispanic,"Married, spouse present",NIU,,754,241,52,40,10920.0
1990,North Carolina,South,41,female,1,White,Divorced,NIU,,744,142,52,40,8700.0
1990,Texas,South,33,female,3,Hispanic,"Married, spouse absent",NIU,,313,812,17,40,3550.0
1990,North Carolina,South,46,female,1,White,Divorced,NIU,,37,700,52,40,19000.0
1990,Illinois,Midwest,52,female,2,Black,"Married, spouse present",NIU,,385,711,52,40,15000.0
1990,Oregon,West,45,female,1,White,"Married, spouse present",NIU,,157,842,40,40,19000.0
1990,Pennsylvania,Northeast,28,female,1,White,Never mar,NIU,,95,831,52,40,20160.0
1990,Montana,West,25,female,1,White,"Married, spouse present",NIU,,447,832,52,24,4500.0
1990,Illinois,Midwest,31,female,1,White,"Married, spouse present",No union coverage,,356,172,52,40,27100.0
1990,Massachusetts,Northeast,32,female,1,White,"Married, spouse present",No union coverage,,95,832,50,10,8000.0
1990,Ohio,Midwest,33,female,1,White,"Married, spouse present",No union coverage,,336,841,52,20,21700.0
1990,Michigan,Midwest,62,female,1,White,"Married, spouse present",NIU,,156,842,36,45,42000.0
1990,Missouri,Midwest,28,female,2,Black,Divorced,NIU,,785,351,52,40,30000.0
1990,New Jersey,Northeast,39,female,2,Black,Widowed,Member of labor union,,354,412,52,45,25000.0
1990,North Dakota,Midwest,54,female,1,White,"Married, spouse present",NIU,,453,840,52,10,3100.0
1990,Michigan,Midwest,32,female,2,Black,"Married, spouse present",NIU,,436,831,52,40,9000.0
1990,New Mexico,West,26,female,1,White,Divorced,NIU,,208,831,52,40,18000.0
1990,Connecticut,Northeast,36,female,1,White,"Married, spouse present",NIU,,337,642,48,9,3672.0
1990,New York,Northeast,28,female,2,Black,"Married, spouse present",NIU,,155,862,30,35,9000.0
1990,Ohio,Midwest,35,female,1,White,"Married, spouse present",No union coverage,,208,642,51,40,10500.0
1990,New York,Northeast,40,female,1,White,"Married, spouse present",Covered by union but not a member,,888,601,52,30,6200.0
1990,Maine,Northeast,29,female,1,White,Divorced,NIU,,447,832,52,40,10000.0
1990,California,West,43,female,3,Hispanic,"Married, spouse present",NIU,,436,641,52,40,18000.0
1990,Illinois,Midwest,27,female,1,White,Never mar,NIU,,386,432,52,42,26600.0
1990,Massachusetts,Northeast,48,female,1,White,"Married, spouse present",NIU,,156,842,43,30,22000.0
1990,New Mexico,West,46,female,3,Hispanic,Divorced,NIU,,467,871,42,40,6930.0
1990,Washington,West,33,female,4,Other,Never mar,NIU,,95,832,52,40,25000.0
1990,North Carolina,South,41,female,1,White,"Married, spouse present",NIU,,339,840,20,15,2036.0
1990,Kansas,Midwest,25,female,1,White,"Married, spouse present",NIU,,243,630,50,45,20000.0
1990,Alaska,West,28,female,1,White,"Married, spouse present",NIU,,19,750,52,40,13791.0
1990,Florida,South,28,female,1,White,"Married, spouse present",NIU,,157,842,35,40,24000.0
1990,North Carolina,South,29,female,2,Black,Never mar,NIU,,424,910,52,40,18460.0
1990,Ohio,Midwest,52,female,1,White,Divorced,NIU,,436,832,52,30,9000.0
1990,California,West,43,female,1,White,"Married, spouse present",NIU,,383,700,48,6,1700.0
1990,Massachusetts,Northeast,34,female,1,White,"Married, spouse present",NIU,,375,711,52,40,25000.0
1990,Illinois,Midwest,64,female,1,White,"Married, spouse present",No union coverage,,383,700,52,40,13000.0
1990,California,West,46,female,4,Other,"Married, spouse present",Member of labor union,,327,441,52,40,22880.0
1990,Indiana,Midwest,35,female,1,White,"Married, spouse present",NIU,,313,842,26,40,9760.0
1990,Ohio,Midwest,62,female,1,White,"Married, spouse present",NIU,,319,831,3,40,427.0
1990,Arkansas,South,38,female,1,White,"Married, spouse present",NIU,,444,641,52,16,3500.0
1990,New Mexico,West,30,female,3,Hispanic,Never mar,NIU,,174,910,52,40,20000.0
1990,California,West,27,female,1,White,Never mar,NIU,,19,270,52,40,26000.0
1990,Ohio,Midwest,45,female,2,Black,"Married, spouse present",NIU,,777,182,52,40,26000.0
1990,Virginia,South,49,female,1,White,"Married, spouse present",NIU,,418,910,52,60,35000.0
1990,Ohio,Midwest,40,female,1,White,"Married, spouse present",No union coverage,,207,831,52,40,22180.0
1990,Texas,South,37,female,1,White,Never mar,NIU,,157,842,37,60,25700.0
1990,Pennsylvania,Northeast,29,female,1,White,Never mar,NIU,,167,831,52,40,24000.0
1990,Massachusetts,Northeast,50,female,1,White,"Married, spouse present",No union coverage,,416,711,52,40,20000.0
1990,North Carolina,South,29,female,1,White,"Married, spouse present",NIU,,159,641,52,45,28500.0
1990,Massachusetts,Northeast,41,female,1,White,"Married, spouse present",NIU,,689,342,52,40,16900.0
1990,Maine,Northeast,38,female,1,White,"Married, spouse present",No union coverage,,389,742,52,40,10253.0
1990,Virginia,South,39,female,2,Black,"Married, spouse present",NIU,,446,831,52,40,17500.0
1990,New York,Northeast,31,female,1,White,Never mar,NIU,,14,850,52,50,29000.0
1990,Virginia,South,28,female,2,Black,"Married, spouse present",NIU,,19,771,36,45,8800.0
1990,Illinois,Midwest,37,female,2,Black,Never mar,NIU,,387,842,38,40,2000.0
1990,New Mexico,West,45,female,3,Hispanic,"Married, spouse present",No union coverage,,253,711,52,40,15000.0
1990,Kentucky,South,36,female,1,White,"Married, spouse present",NIU,,208,831,52,50,26320.0
1990,Delaware,South,41,female,4,Other,"Married, spouse present",No union coverage,,253,711,52,60,46000.0
1990,New York,Northeast,61,female,1,White,"Married, spouse present",Member of labor union,,158,842,52,40,41000.0
1990,South Carolina,South,33,female,2,Black,Never mar,No union coverage,,749,142,52,24,14400.0
1990,New York,Northeast,47,female,1,White,"Married, spouse present",No union coverage,,276,601,8,40,1933.0
1990,California,West,43,female,3,Hispanic,Widowed,NIU,,667,151,52,40,16000.0
1990,New York,Northeast,38,female,1,White,"Married, spouse present",NIU,,276,601,36,20,3240.0
1990,New Jersey,Northeast,47,female,2,Black,Never mar,No union coverage,,19,441,52,38,26000.0
1990,North Carolina,South,31,female,1,White,"Married, spouse present",NIU,,455,722,52,60,22000.0
1990,Tennessee,South,26,female,1,White,Never mar,NIU,,274,591,52,38,23000.0
1990,Alaska,West,43,female,4,Other,"Married, spouse present",No union coverage,,449,762,28,30,6000.0
1990,Mississippi,South,31,female,2,Black,Divorced,NIU,,276,591,52,24,4347.0
1990,Alaska,West,54,female,3,Hispanic,Divorced,NIU,,449,762,52,40,22000.0
1990,Nevada,West,32,female,1,White,"Married, spouse present",Covered by union but not a member,,348,910,50,40,14000.0
1990,Tennessee,South,40,female,1,White,"Married, spouse present",NIU,,19,812,52,40,27500.0
1990,Pennsylvania,Northeast,39,female,1,White,"Married, spouse present",NIU,,308,412,52,40,28000.0
1990,Massachusetts,Northeast,50,female,1,White,"Married, spouse present",No union coverage,,808,401,44,15,2500.0
1990,Washington,West,38,female,1,White,"Married, spouse present",No union coverage,,337,421,52,40,17773.0
1990,Idaho,West,37,female,3,Hispanic,"Married, spouse present",NIU,,313,702,51,40,20000.0
1990,Michigan,Midwest,59,female,1,White,"Married, spouse present",NIU,,164,842,52,40,46800.0
1990,Ohio,Midwest,47,female,1,White,"Married, spouse present",NIU,,157,842,52,25,9100.0
1990,Iowa,Midwest,62,female,1,White,"Married, spouse present",NIU,,185,681,50,35,9862.0
1990,Florida,South,31,female,1,White,"Married, spouse present",NIU,,377,840,52,50,21000.0
1990,North Carolina,South,32,female,2,Black,Divorced,NIU,,383,700,50,40,12000.0
1990,New York,Northeast,25,female,4,Other,Widowed,NIU,,436,641,4,32,480.0
1990,Hawaii,West,55,female,4,Other,Never mar,NIU,,205,831,52,32,12200.0
1990,New Jersey,Northeast,55,female,1,White,"Married, spouse present",NIU,,243,652,52,32,19000.0
1990,New York,Northeast,44,female,4,Other,Separated,NIU,,154,831,52,50,40000.0
1990,New Jersey,Northeast,52,female,1,White,"Married, spouse present",Member of labor union,,314,910,52,40,25000.0
1990,New Jersey,Northeast,27,female,1,White,Never mar,NIU,,305,151,52,48,20000.0
1990,Ohio,Midwest,47,female,1,White,"Married, spouse present",NIU,,487,20,50,42,13000.0
1990,Pennsylvania,Northeast,38,female,1,White,"Married, spouse present",NIU,,446,831,52,38,18000.0
1990,Georgia,South,32,female,1,White,"Married, spouse present",No union coverage,,487,20,48,40,6649.0
1990,California,West,30,female,3,Hispanic,Never mar,NIU,,278,171,52,27,7500.0
1990,Texas,South,36,female,1,White,"Married, spouse present",NIU,,29,512,52,40,16600.0
1990,New Jersey,Northeast,30,female,1,White,Never mar,No union coverage,,25,342,28,37,23000.0
1990,North Carolina,South,52,female,2,Black,"Married, spouse present",NIU,,156,842,43,50,30000.0
1990,Alaska,West,40,female,1,White,"Married, spouse present",NIU,,389,421,52,40,37000.0
1990,Florida,South,37,female,1,White,"Married, spouse present",No union coverage,,167,850,52,20,4550.0
1990,Michigan,Midwest,32,female,1,White,"Married, spouse present",NIU,,406,761,51,35,4800.0
1990,Arkansas,South,30,female,1,White,Widowed,NIU,,883,172,40,40,8000.0
1990,Colorado,West,33,female,1,White,Never mar,NIU,,33,322,52,40,35000.0
1990,Illinois,Midwest,29,female,1,White,"Married, spouse present",NIU,,95,831,52,40,35500.0
1990,New York,Northeast,29,female,1,White,Divorced,Member of labor union,,447,831,52,40,14000.0
1990,Ohio,Midwest,35,female,1,White,Never mar,No union coverage,,446,831,52,40,26000.0
1990,Indiana,Midwest,47,female,1,White,"Married, spouse present",No union coverage,,308,310,52,45,17500.0
1990,South Carolina,South,29,female,1,White,"Married, spouse present",NIU,,418,910,52,40,24800.0
1990,Michigan,Midwest,49,female,2,Black,Divorced,NIU,,19,861,52,50,53000.0
1990,Vermont,Northeast,33,female,1,White,"Married, spouse present",NIU,,156,842,42,30,7000.0
1990,Michigan,Midwest,40,female,1,White,Divorced,NIU,,319,842,52,40,12800.0
1990,North Carolina,South,27,female,1,White,"Married, spouse present",No union coverage,,744,151,52,40,12000.0
1990,Ohio,Midwest,29,female,1,White,"Married, spouse present",NIU,,308,740,52,46,26900.0
1990,Indiana,Midwest,38,female,1,White,"Married, spouse present",NIU,,677,372,52,40,13100.0
1990,New Jersey,Northeast,58,female,2,Black,Divorced,NIU,,447,832,52,40,20000.0
1990,Michigan,Midwest,36,female,1,White,"Married, spouse present",NIU,,447,832,52,40,11000.0
1990,Texas,South,44,female,3,Hispanic,"Married, spouse present",NIU,,848,832,16,16,1025.0
1990,New York,Northeast,27,female,1,White,"Married, spouse present",No union coverage,,259,342,52,40,36000.0
1990,Virginia,South,49,female,1,White,Separated,NIU,,29,682,52,50,20000.0
1990,Colorado,West,48,female,3,Hispanic,"Married, spouse present",NIU,,355,412,52,48,24000.0
1990,District of Columbia,South,63,female,1,White,"Married, spouse present",NIU,,435,641,52,43,11000.0
1990,New Mexico,West,35,female,3,Hispanic,"Married, spouse present",NIU,,449,762,52,32,8000.0
1990,Montana,West,36,female,1,White,"Married, spouse present",No union coverage,,266,632,52,40,20995.0
1990,Maryland,South,38,female,1,White,"Married, spouse present",NIU,,337,641,52,20,9413.0
1990,Colorado,West,31,female,1,White,"Married, spouse present",No union coverage,,84,831,26,99,10000.0
1990,Alaska,West,30,female,1,White,Never mar,Member of labor union,,313,871,30,15,3000.0
1990,Wyoming,West,35,female,1,White,"Married, spouse present",NIU,,365,842,52,40,13000.0
1990,Wisconsin,Midwest,57,female,1,White,"Married, spouse present",No union coverage,,319,831,52,20,8500.0
1990,New Jersey,Northeast,39,female,1,White,Never mar,No union coverage,,229,441,52,35,46000.0
1990,New Hampshire,Northeast,25,female,1,White,Never mar,No union coverage,,375,711,40,45,14500.0
1990,New Jersey,Northeast,42,female,4,Other,"Married, spouse present",NIU,,19,740,52,40,27000.0
1990,Florida,South,52,female,1,White,Never mar,NIU,,37,881,52,40,50000.0
1990,South Carolina,South,47,female,2,Black,"Married, spouse present",No union coverage,,407,761,30,5,2165.0
1990,South Carolina,South,39,female,1,White,"Married, spouse present",NIU,,95,831,52,40,35000.0
1990,Illinois,Midwest,44,female,1,White,Divorced,Member of labor union,,355,412,52,40,33900.0
1990,North Carolina,South,61,female,1,White,"Married, spouse present",NIU,,313,850,52,40,18000.0
1990,Colorado,West,28,female,3,Hispanic,Divorced,No union coverage,,243,601,44,40,15590.0
1990,California,West,37,female,3,Hispanic,"Married, spouse present",NIU,,23,711,52,40,25000.0
1990,Idaho,West,28,female,3,Hispanic,Divorced,NIU,,19,641,50,40,6205.0
1990,Texas,South,28,female,3,Hispanic,Never mar,No union coverage,,337,601,52,40,21000.0
1990,Oregon,West,31,female,1,White,"Married, spouse absent",Member of labor union,,447,832,43,40,10174.0
1990,Louisiana,South,25,female,1,White,Separated,No union coverage,,23,441,52,55,24000.0
1990,Kansas,Midwest,25,female,1,White,Divorced,NIU,,435,641,52,40,10300.0
1990,Michigan,Midwest,43,female,1,White,"Married, spouse present",NIU,,313,842,35,20,10000.0
1990,Oklahoma,South,44,female,1,White,"Married, spouse present",No union coverage,,229,740,52,40,15000.0
1990,North Carolina,South,31,female,1,White,"Married, spouse present",No union coverage,,64,591,52,40,22000.0
1990,New York,Northeast,37,female,3,Hispanic,"Married, spouse present",No union coverage,,889,771,52,40,9100.0
1990,Indiana,Midwest,41,female,1,White,Divorced,NIU,,389,850,52,60,14000.0
1990,Texas,South,63,female,1,White,"Married, spouse present",NIU,,24,711,52,40,23000.0
1990,New Jersey,Northeast,28,female,3,Hispanic,Divorced,NIU,,313,890,52,38,29800.0
1990,Nebraska,Midwest,46,female,1,White,"Married, spouse present",NIU,,274,642,52,28,6111.0
1990,Utah,West,30,female,1,White,Divorced,No union coverage,,434,641,52,25,9000.0
1990,Maine,Northeast,40,female,1,White,"Married, spouse present",NIU,,337,812,16,15,2000.0
1990,Massachusetts,Northeast,26,female,1,White,Never mar,NIU,,19,840,50,38,19412.0
1990,Florida,South,38,female,1,White,"Married, spouse present",No union coverage,,458,772,50,32,9025.0
1990,South Carolina,South,36,female,1,White,Divorced,NIU,,95,910,46,40,15350.0
1990,Indiana,Midwest,36,female,1,White,"Married, spouse present",NIU,,204,820,50,30,18000.0
1990,New York,Northeast,51,female,2,Black,"Married, spouse present",NIU,,14,850,40,40,14400.0
1990,Michigan,Midwest,57,female,1,White,"Married, spouse present",NIU,,449,762,52,40,6540.0
1990,North Carolina,South,32,female,2,Black,Separated,NIU,,276,601,52,40,8000.0
1990,Louisiana,South,37,female,1,White,"Married, spouse present",NIU,,338,121,52,40,8300.0
1990,North Carolina,South,40,female,1,White,"Married, spouse present",No union coverage,,744,151,51,40,7050.0
1990,New Jersey,Northeast,31,female,3,Hispanic,"Married, spouse present",NIU,,535,380,52,40,15000.0
1990,New Jersey,Northeast,31,female,1,White,"Married, spouse present",No union coverage,,19,410,52,15,25000.0
1990,Illinois,Midwest,46,female,1,White,"Married, spouse present",No union coverage,,95,732,46,40,30000.0
1990,Nevada,West,55,female,1,White,"Married, spouse present",NIU,,95,831,52,40,36000.0
1990,District of Columbia,South,63,female,2,Black,Divorced,NIU,,443,742,52,40,16614.0
1990,Oregon,West,41,female,1,White,Divorced,NIU,,243,670,52,50,15400.0
1990,New York,Northeast,35,female,3,Hispanic,"Married, spouse absent",NIU,,407,761,52,40,10400.0
1990,New Jersey,Northeast,35,female,1,White,"Married, spouse present",NIU,,106,820,30,25,5000.0
1990,Minnesota,Midwest,37,female,1,White,"Married, spouse present",NIU,,387,842,40,32,7000.0
1990,Georgia,South,41,female,2,Black,Separated,No union coverage,,276,621,40,40,13863.0
1990,Arizona,West,51,female,3,Hispanic,"Married, spouse present",No union coverage,,448,722,52,40,18059.0
1990,California,West,48,female,1,White,"Married, spouse present",NIU,,468,842,36,40,11400.0
1990,West Virginia,South,40,female,1,White,"Married, spouse present",No union coverage,,436,641,36,23,2962.0
1990,North Carolina,South,45,female,1,White,"Married, spouse present",NIU,,313,731,48,40,14400.0
1990,Mississippi,South,39,female,2,Black,Separated,NIU,,436,641,52,40,6000.0
1990,Texas,South,52,female,1,White,"Married, spouse present",NIU,,27,910,52,45,41000.0
1990,Maryland,South,40,female,1,White,Never mar,No union coverage,,84,850,52,80,36400.0
1990,Virginia,South,48,female,1,White,"Married, spouse present",NIU,,156,842,12,40,23000.0
1990,Florida,South,31,female,1,White,"Married, spouse present",NIU,,383,700,52,40,18157.0
1990,Florida,South,45,female,1,White,Divorced,No union coverage,,759,391,35,40,7000.0
1990,North Carolina,South,26,female,1,White,"Married, spouse present",No union coverage,,313,712,52,40,12100.0
1990,California,West,57,female,1,White,"Married, spouse present",NIU,,433,641,2,10,200.0
1990,Illinois,Midwest,49,female,1,White,"Married, spouse present",No union coverage,,468,401,50,25,6000.0
1990,Ohio,Midwest,30,female,1,White,"Married, spouse present",No union coverage,,277,671,52,3,500.0
1990,Arizona,West,34,female,1,White,"Married, spouse present",NIU,,254,712,52,40,15000.0
1990,California,West,32,female,1,White,"Married, spouse present",NIU,,338,341,52,40,17000.0
1990,Texas,South,37,female,1,White,"Married, spouse present",NIU,,259,512,52,40,22000.0
1990,Kentucky,South,28,female,1,White,Never mar,No union coverage,,64,160,52,40,25000.0
1990,Kansas,Midwest,58,female,1,White,"Married, spouse present",No union coverage,,436,842,48,30,4500.0
1990,New York,Northeast,41,female,1,White,"Married, spouse present",NIU,,157,842,30,35,7000.0
1990,California,West,64,female,1,White,"Married, spouse present",NIU,,453,870,52,36,7500.0
1990,New York,Northeast,32,female,2,Black,Separated,NIU,,337,831,35,40,25350.0
1990,Rhode Island,Northeast,27,female,1,White,"Married, spouse present",NIU,,426,441,52,40,24000.0
1990,South Dakota,Midwest,33,female,1,White,Divorced,NIU,,313,580,52,40,13000.0
1990,Ohio,Midwest,54,female,1,White,Divorced,No union coverage,,95,832,52,45,27000.0
1990,Minnesota,Midwest,38,female,1,White,Never mar,NIU,,319,910,52,40,18070.0
1990,Illinois,Midwest,43,female,1,White,Divorced,NIU,,385,742,52,45,9360.0
1990,Texas,South,49,female,1,White,"Married, spouse present",NIU,,19,802,52,40,28000.0
1990,New Mexico,West,49,female,4,Other,"Married, spouse present",NIU,,468,842,38,40,12000.0
1990,New York,Northeast,42,female,3,Hispanic,"Married, spouse present",NIU,,243,640,52,40,30000.0
1990,Virginia,South,30,female,1,White,Divorced,No union coverage,,366,470,49,40,11550.0
1990,Ohio,Midwest,38,female,1,White,"Married, spouse present",NIU,,339,530,52,44,23000.0
1990,California,West,45,female,4,Other,"Married, spouse present",NIU,,434,932,24,35,5695.0
1990,New York,Northeast,25,female,1,White,"Married, spouse present",NIU,,14,862,52,40,19000.0
1990,Arizona,West,35,female,1,White,Widowed,NIU,,175,901,52,50,20000.0
1990,Wisconsin,Midwest,64,female,1,White,"Married, spouse present",NIU,,407,761,52,7,3000.0
1990,Delaware,South,36,female,1,White,"Married, spouse present",No union coverage,,163,910,52,40,39000.0
1990,Tennessee,South,47,female,1,White,"Married, spouse present",NIU,,337,642,52,40,13200.0
1990,New York,Northeast,37,female,1,White,"Married, spouse present",NIU,,339,890,40,17,9200.0
1990,Montana,West,40,female,1,White,"Married, spouse present",No union coverage,,166,762,49,40,19353.0
1990,Arkansas,South,40,female,1,White,"Married, spouse present",NIU,,653,340,52,40,17566.0
1990,Virginia,South,44,female,1,White,"Married, spouse present",No union coverage,,33,932,52,40,31000.0
1990,Georgia,South,55,female,2,Black,Widowed,NIU,,449,762,40,40,8320.0
1990,Mississippi,South,34,female,1,White,Never mar,NIU,,303,932,52,40,20000.0
1990,Michigan,Midwest,54,female,1,White,"Married, spouse present",NIU,,243,591,52,32,19000.0
1990,Michigan,Midwest,50,female,1,White,"Married, spouse present",NIU,,313,842,52,40,22323.0
1990,Nebraska,Midwest,50,female,1,White,"Married, spouse present",NIU,,313,521,52,40,8200.0
1990,Alaska,West,59,female,1,White,"Married, spouse present",NIU,,156,842,39,40,20000.0
1990,Illinois,Midwest,57,female,3,Hispanic,"Married, spouse present",NIU,,783,562,52,40,10611.0
1990,New Mexico,West,53,female,3,Hispanic,"Married, spouse present",NIU,,387,862,40,25,3700.0
1990,Texas,South,37,female,2,Black,Separated,No union coverage,,449,831,52,40,8476.0
1990,Virginia,South,42,female,2,Black,"Married, spouse present",No union coverage,,449,762,52,35,5547.0
1990,California,West,36,female,1,White,"Married, spouse present",No union coverage,,178,841,52,40,44000.0
1990,Ohio,Midwest,43,female,1,White,Separated,NIU,,717,291,52,40,13000.0
1990,New Mexico,West,52,female,3,Hispanic,"Married, spouse present",NIU,,436,842,52,28,5000.0
1990,Texas,South,28,female,3,Hispanic,Never mar,No union coverage,,337,342,52,40,16500.0
1990,New York,Northeast,25,female,3,Hispanic,Never mar,NIU,,389,700,52,55,45000.0
1990,Kansas,Midwest,56,female,1,White,"Married, spouse present",NIU,,155,862,36,8,3600.0
1990,Maryland,South,30,female,1,White,"Married, spouse present",No union coverage,,27,932,52,20,14968.0
1990,Utah,West,43,female,1,White,"Married, spouse present",NIU,,444,842,40,30,7000.0
1990,Colorado,West,39,female,1,White,"Married, spouse present",NIU,,95,831,50,20,13000.0
1990,Indiana,Midwest,28,female,1,White,"Married, spouse present",NIU,,447,832,52,24,3500.0
1990,South Carolina,South,27,female,2,Black,Never mar,NIU,,453,722,40,25,5500.0
1990,Texas,South,41,female,1,White,"Married, spouse present",NIU,,65,591,52,40,35500.0
1990,Nevada,West,52,female,2,Black,Divorced,NIU,,308,932,52,40,18000.0
1990,Pennsylvania,Northeast,34,female,1,White,Divorced,NIU,,435,641,52,40,11000.0
1990,North Carolina,South,25,female,1,White,"Married, spouse present",NIU,,796,151,48,40,12500.0
1990,California,West,57,female,1,White,"Married, spouse present",NIU,,383,700,52,15,5000.0
1990,Montana,West,32,female,1,White,"Married, spouse present",NIU,,95,831,52,40,36000.0
1990,Montana,West,40,female,1,White,"Married, spouse present",NIU,,359,410,52,40,14228.0
1990,New York,Northeast,25,female,1,White,"Married, spouse present",No union coverage,,445,820,52,40,20000.0
1990,New York,Northeast,48,female,1,White,"Married, spouse present",NIU,,376,172,52,36,21000.0
